storename,address
통도사,경남 양산시 하북면 통도사로 54
통진1호,경기 김포시 통진읍 서암로94번길 6
퇴계1호,강원 춘천시 행촌로29
퇴계2호,강원 춘천시 안마산로 199
퇴계원,경기 남양주시 퇴계원면 퇴계원로 33
파동,대구 수성구 수성로 72
파장,경기 수원시 장안구 경수대로 998
판문평거,경남 진주시 진양호로 145
팔달매천,대구 북구 매전로 2-1
팔마,"전남 순천시 팔마4길 28, 1층"
팔용,경남 창원시 의창구 남산로 33
팽성1호,경기 평택시 팽성읍 안정로95번길 2
평내,경기 남양주시 경춘로 1286번안길 22
평리,대구 서구 국채보상로 266
평산,경남 양산시 평산 7길 9
평창,서울 종로구 평창문화로 75
평촌1호,경기 안양시 동안구 귀인로190번길 49(평촌동)
평촌3호,경기 안양시 동안구 관악대로 272 1층 A동 103호
평화1호,전북 전주 완산구 평화로 132
포남,강원 강릉시 성덕포남로 177
포승1호,경기 평택시 포승읍 여술로 33-1
포일내손,경기 의왕시 복지로 100-1
포천,경기 포천시 구절초로 44
표선,제주 서귀포시 표선동서로 234
풍기,경북 영주시 풍기읍 동성로 77
풍동,"경기 고양시 일산동구 숲속마을로 50-70(풍동,영진프라자)"
풍무,경기 김포시 풍무로146번길 52-5(풍무동)
풍산지구,경기 하남시 덕풍북로 251번길 24
풍암1호,광주 서구 풍암1로 11
풍호,경남 창원시 진해구 충장로657번길 35 창원마린푸르지오2단
하가덕진,전북 전주시 덕진구 가리내7길 13(덕진동2가)
하계1호,서울 노원구 한글비석로 89  101호 (하계동)
하남1호,광주 광산구 월곡산정로 13-1
하남2지구,광주 광산구 용아로 379번길 55
하남감일,경기 하남시 감일백제로 97
하단1호,부산 사하구 낙동대로 512
하단2호,부산 사하구 동매로 31-1
하당,전남 목포시 평화로 10
하대초전,경남 진주시 하대로 107
하동,경남 하동군 하동읍 시장3길 6
하복대,충북 청주시 흥덕구 진재로 34
하안1호,"경기 광명시 하안로287번길 17, 영보빌딩 102호"
하양,경북 경산시 하양읍 하양로 21
하조대,강원도 양양군 현북면 하조대2길1
학동,광주 동구 의재로 22
학익1호,인천 남구 한나루로 420
학장,부산 사상구 대동로 69
학정,대구 북구 학정로 537
한남,서울 용산구 독서당로 46
한남대,대전 대덕구 한남로 12번길 19-9
한라대,제주 제주시 한라대학로 114
한림협재,제주 제주시 한림읍 한림중앙로 47
한밭대,대전 유성구 동서대로179번길 71
한성대,서울 성북구 동소문로 38
한솔,세종 노을3로 104 한솔빌딩 106호 (한솔동)
한양대,서울 성동구 마조로 31
함덕,제주 제주시 조함해안로 510
함안,경남 함안군 가야읍 가야로 78
함양,경남 함양군 함양읍 함양로 1111-1
함열,전북 익산시 함열읍 함열중앙로 29
함평,전남 함평군 함평읍 중앙길 84-3
합덕,충남 당진시 합덕읍 합우로 136
합성,경남 창원시 마산회원구 합성남로 33-1
합천,경남 합천군 합천읍 대야로 869
해남,전남 해남군 해남읍 북부순환로 178
해운대역,부산 해운대구 해운대로 604
행신1호,경기 고양시 덕양구 중앙로 547
행신역,경기 고양시 덕양구 무원로 6번길 21
향남2지구,경기 화성시 향남읍 상신하길로328번길 8-13
향동지구,경기 고양시 덕양구 꽃내음2길 84
헬리오시티,"서울 송파구 송파대로 345 헬리오시티상가 A동 3,4호"
혁신(경남 진주),경남 진주시 충의로 20-33
혁신(원주),"강원 원주시 양지로 14 , 114호"
혁신(전북),전북 완주군 이서면 안전로 141 104호
현리,경기 가평군 하면 조종희망로 26
형곡,경북 구미시 형곡로 100
호계,경남 창원시 마산회원구 내서읍 호원로 239
호계1호(안양),경기 안양시 동안구 귀인로 104
호계1호(울산),울산 북구 동대로 37
호계2호,울산시 북구 신천로 53-2
호계3호,경기 군포시 엘에스로 13
호매실,"경기 수원시 권선구 금호로 73-5, 1층"
호산파호,대구 달서구 호산동로 159(호산동)
호성,전북 전주시 덕진구 동부대로 797
호수,경기 고양시 일산동구 호수로 446번길 73-3
호원1호,경기 의정부시 평화로 156
호평,경기 남양주시 호평로46번안길 12-3(호평동)
홍대,서울 마포구 양화로16길 6
홍은1호,서울 서대문구 세검정로 89
홍은사거리,서울 서대문구 통일로 473
홍천,강원 홍천군 홍천읍 마지기로 11-2
화곡1호,서울 양천구 화곡로 103
화곡2호,서울 강서구 가로공원로 227
화곡본동,서울 초록마을로 12
화명1호,부산 북구 화명대로 108
화명3호,"부산 북구 금곡대로 414, 2층"
화명신도시,부산 북구 금곡대로 303번길 94
화봉,울산 북구 상방로 130
화산안녕,경기 화성시 화산로 39
화서1호,"경기 수원시 팔달구 수성로 101번길 20, 꽃뫼양지마을(대우아파트) 상가 105, 106호"
화서2호,경기 수원시 팔달구 화양로 25(화서동)
화순,전남 화순군 화순읍 광덕로 136
화원,대구 달성군 화원읍 사문진로 433
화정,울산 동구 대학길 177
화정1호(고양),"경기 고양시 덕양구 은빛로 61, 1층 102호"
화정1호(광주),광주 서구 월드컵4강로 70
화정2호,"광주 서구 화정로 259 1층 113,114호"
화정역,"경기 고양시 덕양구 화신로260번길 31(화정동,백양빌딩)"
화천,강원 화천군 화천읍 중앙로 4길 8
환호장량,경북 포항시 북구 법원로 88
황금,대구 수성구 동대구로 149
황성,경북 경주시 용담로116번길 7
회룡역,경기 의정부시 평화로 375
회원,경남 창원시 마산회원구 회원남로 19
횡성,강원 횡성군 횡성읍 삼일로 9-2
효곡,경북 포항시 남구 효성로 55 풍림아이원상가 107호
효성1호,"인천 계양구 길마로 70 현대아파트 상가동 101호, 102호, 103호"
효성2호,인천 계양구 안남로 486-2
효자(전주),전북 전주시 완산구 거마평로 125
효자(춘천),강원 춘천시 춘천로 94
효천,전북 전주시 완산구 홍산로 14
후암,서울 용산구 후암로 28-1
후평1호,강원 춘천시 후석로 270
후평사거리,강원 춘천시 춘천로 299
휘닉스봉평,강원 평창군 봉평면 태기로 151
흑석1호,서울 동작구 흑석로 116
흥덕,경기 용인시 기흥구 흥덕2로65번길 20-15(영덕동)
흥업,강원 원주시 흥업면 남원로 65
흥해,경북 포항시 북구 흥해읍 남미질로 7-1
